Foold_Quality_ID,week,Food_Serving_ID,Food_type_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders,Family Count,Food_Outlet_Perference,Ease and convenient,Time saving,More restaurant choices,Easy Payment option,More Offers and Discount,Good Food quality,Good Tracking system,Self Cooking,Health Concern,Late Delivery,Poor Hygiene,Bad past experience,Unavailability,Unaffordable,Long delivery time,Delay of delivery person getting assigned,Delay of delivery person picking up food,Wrong order delivered,Missing item,Order placed by mistake,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Low quantity low time,Delivery person ability,Influence of rating
1001012,119,83,2304,389.03,473.39,0,1,82,540, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1001013,111,99,1109,188.18,309.43,0,0,379,541, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1001014,89,174,2494,212.43,212.43,0,0,135,542, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1001015,68,72,1847,242.53,243.53,0,0,28,543, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1001016,84,81,2539,119.34,118.34,0,0,161,544, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001017,55,91,1778,184.33,183.33,0,0,54,545, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001018,22,26,1971,245.44,291.03,1,1,593,546, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001019,145,143,2760,184.36,262.93,0,0,15,547, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001020,123,74,2490,255.14,256.14,0,0,40,548, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001021,8,52,2867,668.33,670.33,0,0,28,549, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001022,138,43,1062,194.06,194.06,0,0,784,550, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001024,23,104,1878,282.33,282.33,0,1,123,551, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001025,110,13,1770,485.03,486.03,0,0,123,552, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001026,58,80,2490,254.2,252.2,0,0,567,553, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001027,9,72,1993,145.53,145.53,0,0,649,554, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001028,37,152,1962,435.59,641.23,1,1,851,555, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001029,106,29,1230,281.3,287.12,0,1,393,556, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001030,126,32,1754,283.24,283.24,0,0,567,557, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001031,65,108,2322,365.69,427.8,0,1,325,558, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001032,131,67,1847,194,195,0,0,148,559, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001033,73,177,2581,639.23,639.23,0,0,163,560, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001034,24,59,1962,610.13,612.13,0,0,244,561, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001036,71,57,2290,270.63,271.63,0,0,406,562, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001038,44,29,2322,325.98,325.98,0,0,161,563, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001039,39,161,1558,435.59,640.23,0,1,136,564, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001040,56,81,1062,170.75,170.75,0,0,447,565, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001041,22,108,1993,146.53,146.53,0,0,931,566, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001042,34,10,1248,150.35,150.35,0,0,204,567, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001043,55,113,2539,107.73,106.73,0,0,41,568, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001044,54,73,1727,402.55,403.55,0,0,94,569, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001046,142,43,1109,286.15,287.15,0,0,904,570, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001047,126,86,1971,322.04,323.04,0,0,865,571, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001048,105,94,2707,181.42,181.42,0,0,230,572, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001049,93,67,1311,170.78,168.78,0,0,459,573, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001050,29,32,1878,282.33,282.33,0,0,54,574, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001052,94,104,1847,195,196,0,0,109,575, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001053,105,51,1754,317.19,317.19,0,0,838,576, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001054,127,92,2867,726.53,728.53,0,0,15,577, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001055,72,61,1230,324.01,325.01,0,0,96,578, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001056,122,139,1230,316.28,315.28,0,0,298,579, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001058,5,139,2444,486.03,659.63,1,0,14,580, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001059,120,91,2631,155.26,155.26,0,0,14,581, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001060,65,91,1993,146.5,147.5,0,0,81,582, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001061,64,11,2664,277.42,321.13,0,0,755,583, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001063,124,23,2631,99,151.35,0,0,67,584, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001064,113,32,1778,161.02,161.02,0,0,135,585, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001065,124,39,1230,318.16,319.16,0,0,80,586, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001066,79,50,1558,463.69,639.23,1,0,69,587, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001068,124,89,2867,687.73,688.73,0,0,15,588, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001069,108,14,2581,486.03,679.03,0,1,433,589, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001070,50,113,1248,96.09,155.26,0,0,40,590, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001072,100,23,2126,534.53,532.53,0,0,40,591, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001073,75,177,2704,242.5,292.03,0,0,96,592, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001074,29,145,2539,120.28,122.28,0,0,406,593, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001075,116,42,1993,98.03,97.03,0,0,270,594, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001076,64,61,1230,322.1,321.1,0,0,109,595, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001077,130,27,1543,469.51,470.51,0,0,123,596, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001079,36,55,2760,243.53,243.53,0,0,15,597, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001080,131,83,2760,260.93,260.93,0,0,107,598, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001081,108,152,1727,403.55,403.55,0,0,229,599, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001082,25,177,1727,247.38,427.83,1,1,1431,600, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001083,80,67,2581,678.03,678.03,0,0,188,601, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001084,94,149,2760,243.53,242.53,0,0,55,602, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1001085,16,50,2581,640.23,639.23,0,0,80,603, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
